2019-01-09 11:19:06,645 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@1794d431: startup date [Wed Jan 09 11:19:06 UTC 2019]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2019-01-09 11:19:07,480 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/usr/local/activemq/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2019-01-09 11:19:07,791 | INFO  | PListStore:[/usr/local/activemq/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2019-01-09 11:19:07,924 | INFO  | Apache ActiveMQ 5.14.5 (localhost, ID:ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01-39305-1547032747801-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2019-01-09 11:19:07,945 | INFO  | Listening for connections at: tcp://ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-01-09 11:19:07,947 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2019-01-09 11:19:07,952 | INFO  | Listening for connections at: amqp://ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-01-09 11:19:07,954 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2019-01-09 11:19:07,958 | INFO  | Listening for connections at: stomp://ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-01-09 11:19:07,962 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2019-01-09 11:19:07,966 | INFO  | Listening for connections at: mqtt://ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2019-01-09 11:19:07,967 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2019-01-09 11:19:08,110 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@332729ad{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2019-01-09 11:19:08,151 | INFO  | Listening for connections at ws://ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2019-01-09 11:19:08,151 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2019-01-09 11:19:08,153 | INFO  | Apache ActiveMQ 5.14.5 (localhost, ID:ubuntu-finterra-1-movetonewdroplet-s-8vcpu-32gb-sgp1-01-39305-1547032747801-0:1) started | org.apache.activemq.broker.BrokerService | main
2019-01-09 11:19:08,154 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2019-01-09 11:19:08,571 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2019-01-09 11:19:08,667 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2019-01-09 11:19:08,667 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2019-01-09 11:19:08,700 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2019-01-09 11:19:08,935 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2019-01-09 11:19:08,965 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2019-01-09 11:36:09,263 | WARN  | Transport Connection to: tcp://192.228.187.162:63050 failed: java.io.IOException: Frame size of 1 GB larger than max allowed 100 MB | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.228.187.162:63050@61616
2019-01-10 00:17:31,901 | WARN  | Connection attempt from non AMQP v1.0 client. AMQP,0,0,9,1 | org.apache.activemq.transport.amqp.protocol.AmqpConnection | ActiveMQ Transport: tcp:///125.212.217.214:51435@5672
